chunk_id,doc_id,chunk_type,asset_type,fault_type,slot_key,content,keywords,source_ref,priority,version
C000012,TL_PLAN_20260411,slot_fact,输电线,风害故障,fault_object,输电线路可能发生风害故障。 相关定义：输电线路：依据第一至第七层级汇总稿形成的输电线路故障知识图谱实体。?风害故障：输电线路受强风及其伴生效应影响形成的一级故障大类。?,输电线|风害故障|fault_object,关系_links.xlsx,3,v1_20260411
C000013,TL_PLAN_20260411,slot_fact,输电线,鸟害故障,fault_object,输电线路可能发生鸟害故障。 相关定义：输电线路：依据第一至第七层级汇总稿形成的输电线路故障知识图谱实体。?鸟害故障：输电线路受鸟类活动及相关诱发因素影响形成的一级故障大类。?,输电线|鸟害故障|fault_object,关系_links.xlsx,3,v1_20260411
C000014,TL_PLAN_20260411,slot_fact,输电线,污闪故障,fault_object,输电线路可能发生污闪故障。 相关定义：输电线路：依据第一至第七层级汇总稿形成的输电线路故障知识图谱实体。?污闪故障：输电线路绝缘表面污秽受潮后发生放电闪络的一级故障大类。?,输电线|污闪故障|fault_object,关系_links.xlsx,3,v1_20260411
C000015,TL_PLAN_20260411,slot_fact,输电线,覆冰故障,knowledge_fact,覆冰故障包含覆冰过荷载故障。 相关定义：覆冰故障：输电线路因覆冰导致机械性能和电气性能下降的一级故障大类。?覆冰过荷载故障：覆冰故障下的二级故障小类：覆冰过荷载故障。?,输电线|覆冰故障|knowledge_fact,关系_links.xlsx,2,v1_20260411
C000016,TL_PLAN_20260411,slot_fact,输电线,覆冰故障,knowledge_fact,覆冰过荷载故障的故障原因为：由于对输电线路覆冰规律和微气象环境认识不足，线路路径选择不合理，同时抗冰设计不足；或者设计抗冰厚度低于实际覆冰值；以及重冰区线路在极端恶劣气候条件下暴露薄弱环节，导致线路机械和电气性能下降并引发严重冰害事故。。 相关定义：覆冰过荷载故障：覆冰故障下的二级故障小类：覆冰过荷载故障。?覆冰过荷载故障-故障原因：由于对输电线路覆冰规律和微气象环境认识不足，线路路径选择不合理，同时抗冰设计不足；或者设计抗冰厚度低于实际覆冰值；以及重冰区线路在极端恶劣气候条件下暴露薄弱环节，导致线路机械和电气性能下降并引发严重冰害事故。?,输电线|覆冰故障|knowledge_fact,关系_links.xlsx,2,v1_20260411
C000017,TL_PLAN_20260411,slot_fact,输电线,覆冰故障,precursor,覆冰过荷载故障的故障现象为：可表现为导线、地线断裂，杆塔倒塔，金具损坏；覆冰积累到一定体积和质量后还可能出现闪络、短路跳闸、导线烧伤甚至烧断，严重时导线可从压接管内抽出，外层铝股全断或钢芯抽出，杆塔基础出现下沉、倾斜或爆裂。。 相关定义：覆冰过荷载故障-故障原因：由于对输电线路覆冰规律和微气象环境认识不足，线路路径选择不合理，同时抗冰设计不足；或者设计抗冰厚度低于实际覆冰值；以及重冰区线路在极端恶劣气候条件下暴露薄弱环节，导致线路机械和电气性能下降并引发严重冰害事故。?覆冰过荷载故障-故障现象：可表现为导线、地线断裂，杆塔倒塔，金具损坏；覆冰积累到一定体积和质量后还可能出现闪络、短路跳闸、导线烧伤甚至烧断，严重时导线可从压接管内抽出，外层铝股全断或钢芯抽出，杆塔基础出现下沉、倾斜或爆裂。?,输电线|覆冰故障|precursor,关系_links.xlsx,4,v1_20260411
C000018,TL_PLAN_20260411,slot_fact,输电线,覆冰故障,fault_consequence,覆冰过荷载故障导致覆冰过荷载故障。 相关定义：覆冰过荷载故障-故障原因：由于对输电线路覆冰规律和微气象环境认识不足，线路路径选择不合理，同时抗冰设计不足；或者设计抗冰厚度低于实际覆冰值；以及重冰区线路在极端恶劣气候条件下暴露薄弱环节，导致线路机械和电气性能下降并引发严重冰害事故。?覆冰过荷载故障-故障后果：可造成导线、地线断裂，杆塔倒塔和金具损坏；当覆冰继续加重时，还可能引发短路跳闸、导线烧伤甚至烧断，严重时出现导线从压接管内抽出、铝股全断、钢芯抽出以及杆塔基础下沉、倾斜、爆裂，最终导致线路停运和较大范围供电中断。?,输电线|覆冰故障|fault_consequence,关系_links.xlsx,5,v1_20260411
C000019,TL_PLAN_20260411,slot_fact,输电线,覆冰故障,action_steps,覆冰过荷载故障处置覆冰过荷载故障。 相关定义：覆冰过荷载故障：覆冰故障下的二级故障小类：覆冰过荷载故障。?覆冰过荷载故障-应对措施：应从提升重冰区抗冰设计和降低结构荷载两方面治理，包括增大杆塔覆冰、舞动设防值，重冰区域杆塔采用高强度钢，选用强度高、容量大、自重轻的导线，采用高强度耐低温复合绝缘子，并改进重冰区金具；同时建立健全极端气象灾害防御体系，做好重冰区设立、修订与管理。?,输电线|覆冰故障|action_steps,关系_links.xlsx,5,v1_20260411
C000020,TL_PLAN_20260411,slot_fact,输电线,覆冰故障,knowledge_fact,覆冰过荷载故障针对性覆冰过荷载故障。 相关定义：覆冰过荷载故障-故障原因：由于对输电线路覆冰规律和微气象环境认识不足，线路路径选择不合理，同时抗冰设计不足；或者设计抗冰厚度低于实际覆冰值；以及重冰区线路在极端恶劣气候条件下暴露薄弱环节，导致线路机械和电气性能下降并引发严重冰害事故。?覆冰过荷载故障-应对措施：应从提升重冰区抗冰设计和降低结构荷载两方面治理，包括增大杆塔覆冰、舞动设防值，重冰区域杆塔采用高强度钢，选用强度高、容量大、自重轻的导线，采用高强度耐低温复合绝缘子，并改进重冰区金具；同时建立健全极端气象灾害防御体系，做好重冰区设立、修订与管理。?,输电线|覆冰故障|knowledge_fact,关系_links.xlsx,2,v1_20260411
C000021,TL_PLAN_20260411,slot_fact,输电线,覆冰故障,knowledge_fact,覆冰过荷载故障存在覆冰过荷载故障。 相关定义：覆冰过荷载故障-应对措施：应从提升重冰区抗冰设计和降低结构荷载两方面治理，包括增大杆塔覆冰、舞动设防值，重冰区域杆塔采用高强度钢，选用强度高、容量大、自重轻的导线，采用高强度耐低温复合绝缘子，并改进重冰区金具；同时建立健全极端气象灾害防御体系，做好重冰区设立、修订与管理。?覆冰过荷载故障-安全风险：在杆塔加固、导线与绝缘子更换、重冰区结构改造等处置过程中，主要存在高空作业风险、触电/电击伤害风险、设备损坏风险、结构失稳风险和人员伤亡风险；大范围停电检修时还伴随停电损失风险。?,输电线|覆冰故障|knowledge_fact,关系_links.xlsx,2,v1_20260411
C000022,TL_PLAN_20260411,slot_fact,输电线,覆冰故障,action_steps,覆冰过荷载故障需要覆冰过荷载故障。 相关定义：覆冰过荷载故障-应对措施：应从提升重冰区抗冰设计和降低结构荷载两方面治理，包括增大杆塔覆冰、舞动设防值，重冰区域杆塔采用高强度钢，选用强度高、容量大、自重轻的导线，采用高强度耐低温复合绝缘子，并改进重冰区金具；同时建立健全极端气象灾害防御体系，做好重冰区设立、修订与管理。?覆冰过荷载故障-应急资源：主要需要抢修队伍、起重机械、备用设备、交通工具、绝缘工具、安全防护用品、备品备件和金具器材；在重冰区长时作业场景下，还宜配备通信设备和应急电源。?,输电线|覆冰故障|action_steps,关系_links.xlsx,5,v1_20260411
C000023,TL_PLAN_20260411,slot_fact,输电线,覆冰故障,knowledge_fact,覆冰故障包含脱冰跳跃故障。 相关定义：覆冰故障：输电线路因覆冰导致机械性能和电气性能下降的一级故障大类。?脱冰跳跃故障：覆冰故障下的二级故障小类：脱冰跳跃故障。?,输电线|覆冰故障|knowledge_fact,关系_links.xlsx,2,v1_20260411
C000024,TL_PLAN_20260411,slot_fact,输电线,覆冰故障,knowledge_fact,脱冰跳跃故障的故障原因为：相邻档导线不均匀覆冰或不同期脱冰，会导致导线受力突变，从而引发脱冰跳跃故障。。 相关定义：脱冰跳跃故障：覆冰故障下的二级故障小类：脱冰跳跃故障。?脱冰跳跃故障-故障原因：相邻档导线不均匀覆冰或不同期脱冰，会导致导线受力突变，从而引发脱冰跳跃故障。?,输电线|覆冰故障|knowledge_fact,关系_links.xlsx,2,v1_20260411
C000025,TL_PLAN_20260411,slot_fact,输电线,覆冰故障,precursor,脱冰跳跃故障的故障现象为：可表现为导线缩紧和断裂、绝缘子损伤和破裂、杆塔横担扭转和变形，同时线间电气间隙减小并出现导线放电烧伤。。 相关定义：脱冰跳跃故障-故障原因：相邻档导线不均匀覆冰或不同期脱冰，会导致导线受力突变，从而引发脱冰跳跃故障。?脱冰跳跃故障-故障现象：可表现为导线缩紧和断裂、绝缘子损伤和破裂、杆塔横担扭转和变形，同时线间电气间隙减小并出现导线放电烧伤。?,输电线|覆冰故障|precursor,关系_links.xlsx,4,v1_20260411
C000026,TL_PLAN_20260411,slot_fact,输电线,覆冰故障,fault_consequence,脱冰跳跃故障导致脱冰跳跃故障。 相关定义：脱冰跳跃故障-故障原因：相邻档导线不均匀覆冰或不同期脱冰，会导致导线受力突变，从而引发脱冰跳跃故障。?脱冰跳跃故障-故障后果：可进一步导致导线缩紧和断裂、绝缘子损伤和破裂、杆塔横担扭转变形，并因电气间隙减小引发导线放电烧伤，进而造成线路跳闸和设备受损。?,输电线|覆冰故障|fault_consequence,关系_links.xlsx,5,v1_20260411
C000027,TL_PLAN_20260411,slot_fact,输电线,覆冰故障,action_steps,脱冰跳跃故障处置脱冰跳跃故障。 相关定义：脱冰跳跃故障：覆冰故障下的二级故障小类：脱冰跳跃故障。?脱冰跳跃故障-应对措施：原文未对脱冰跳跃单列专门措施，可沿用覆冰机械类故障的治理思路：提高杆塔覆冰、舞动设防值，加强重冰区杆塔设计，采用高强度轻量化导线、耐低温复合绝缘子和更高强度金具，并通过重冰区管理与极端气象防御机制降低脱冰冲击风险。?,输电线|覆冰故障|action_steps,关系_links.xlsx,5,v1_20260411
C000028,TL_PLAN_20260411,slot_fact,输电线,覆冰故障,knowledge_fact,脱冰跳跃故障针对性脱冰跳跃故障。 相关定义：脱冰跳跃故障-故障原因：相邻档导线不均匀覆冰或不同期脱冰，会导致导线受力突变，从而引发脱冰跳跃故障。?脱冰跳跃故障-应对措施：原文未对脱冰跳跃单列专门措施，可沿用覆冰机械类故障的治理思路：提高杆塔覆冰、舞动设防值，加强重冰区杆塔设计，采用高强度轻量化导线、耐低温复合绝缘子和更高强度金具，并通过重冰区管理与极端气象防御机制降低脱冰冲击风险。?,输电线|覆冰故障|knowledge_fact,关系_links.xlsx,2,v1_20260411
C000029,TL_PLAN_20260411,slot_fact,输电线,覆冰故障,knowledge_fact,脱冰跳跃故障存在脱冰跳跃故障。 相关定义：脱冰跳跃故障-应对措施：原文未对脱冰跳跃单列专门措施，可沿用覆冰机械类故障的治理思路：提高杆塔覆冰、舞动设防值，加强重冰区杆塔设计，采用高强度轻量化导线、耐低温复合绝缘子和更高强度金具，并通过重冰区管理与极端气象防御机制降低脱冰冲击风险。?脱冰跳跃故障-安全风险：在处理导线、绝缘子和横担损伤时，主要存在高空作业风险、触电/电击伤害风险和结构失稳风险；如涉及更换受损部件，还会叠加设备损坏风险和停电损失风险。?,输电线|覆冰故障|knowledge_fact,关系_links.xlsx,2,v1_20260411
C000030,TL_PLAN_20260411,slot_fact,输电线,覆冰故障,action_steps,脱冰跳跃故障需要脱冰跳跃故障。 相关定义：脱冰跳跃故障-应对措施：原文未对脱冰跳跃单列专门措施，可沿用覆冰机械类故障的治理思路：提高杆塔覆冰、舞动设防值，加强重冰区杆塔设计，采用高强度轻量化导线、耐低温复合绝缘子和更高强度金具，并通过重冰区管理与极端气象防御机制降低脱冰冲击风险。?脱冰跳跃故障-应急资源：主要需要抢修队伍、绝缘工具、安全防护用品、交通工具、备用设备和金具器材；若需恢复横担或更换受损绝缘子，还应准备备品备件。?,输电线|覆冰故障|action_steps,关系_links.xlsx,5,v1_20260411
C000031,TL_PLAN_20260411,slot_fact,输电线,舞动故障,knowledge_fact,舞动故障包含舞动致螺栓松脱故障。 相关定义：舞动故障：输电线路导线舞动引发的机械和电气故障大类。?舞动致螺栓松脱故障：舞动故障下的二级故障小类：舞动致螺栓松脱故障。?,输电线|舞动故障|knowledge_fact,关系_links.xlsx,2,v1_20260411
C000032,TL_PLAN_20260411,slot_fact,输电线,舞动故障,knowledge_fact,舞动致螺栓松脱故障的故障原因为：杆塔连接处螺孔与螺栓存在连接间隙，在交变荷载、振动、冲击和变荷载综合作用下，预紧力下降、螺旋副间摩擦力减小甚至瞬时消失，易导致螺栓松脱；投运时间较短的线路杆塔更容易出现此类问题。。 相关定义：舞动致螺栓松脱故障：舞动故障下的二级故障小类：舞动致螺栓松脱故障。?舞动致螺栓松脱故障-故障原因：杆塔连接处螺孔与螺栓存在连接间隙，在交变荷载、振动、冲击和变荷载综合作用下，预紧力下降、螺旋副间摩擦力减小甚至瞬时消失，易导致螺栓松脱；投运时间较短的线路杆塔更容易出现此类问题。?,输电线|舞动故障|knowledge_fact,关系_links.xlsx,2,v1_20260411
C000033,TL_PLAN_20260411,slot_fact,输电线,舞动故障,precursor,舞动致螺栓松脱故障的故障现象为：主要表现为螺栓松动、松脱，以及连接杆件之间发生相互滑移。。 相关定义：舞动致螺栓松脱故障-故障原因：杆塔连接处螺孔与螺栓存在连接间隙，在交变荷载、振动、冲击和变荷载综合作用下，预紧力下降、螺旋副间摩擦力减小甚至瞬时消失，易导致螺栓松脱；投运时间较短的线路杆塔更容易出现此类问题。?舞动致螺栓松脱故障-故障现象：主要表现为螺栓松动、松脱，以及连接杆件之间发生相互滑移。?,输电线|舞动故障|precursor,关系_links.xlsx,4,v1_20260411
C000034,TL_PLAN_20260411,slot_fact,输电线,舞动故障,fault_consequence,舞动致螺栓松脱故障导致舞动致螺栓松脱故障。 相关定义：舞动致螺栓松脱故障-故障原因：杆塔连接处螺孔与螺栓存在连接间隙，在交变荷载、振动、冲击和变荷载综合作用下，预紧力下降、螺旋副间摩擦力减小甚至瞬时消失，易导致螺栓松脱；投运时间较短的线路杆塔更容易出现此类问题。?舞动致螺栓松脱故障-故障后果：主要后果是连接件松动、松脱以及杆件间相互滑移，造成结构连接可靠性下降；若持续发展，可能进一步诱发横担、塔材等部件损伤，增加线路停运风险。?,输电线|舞动故障|fault_consequence,关系_links.xlsx,5,v1_20260411
C000035,TL_PLAN_20260411,slot_fact,输电线,舞动故障,action_steps,舞动致螺栓松脱故障处置舞动致螺栓松脱故障。 相关定义：舞动致螺栓松脱故障：舞动故障下的二级故障小类：舞动致螺栓松脱故障。?舞动致螺栓松脱故障-应对措施：应优先采用抗舞措施和局部防松措施，包括合理选用金具，采用防松螺帽、双螺帽；对于易舞地区的输电线路杆塔，可在线路投运后的停电检修间隔内对杆塔紧固件进行有计划的二次复紧。?,输电线|舞动故障|action_steps,关系_links.xlsx,5,v1_20260411
C000036,TL_PLAN_20260411,slot_fact,输电线,舞动故障,knowledge_fact,舞动致螺栓松脱故障针对性舞动致螺栓松脱故障。 相关定义：舞动致螺栓松脱故障-故障原因：杆塔连接处螺孔与螺栓存在连接间隙，在交变荷载、振动、冲击和变荷载综合作用下，预紧力下降、螺旋副间摩擦力减小甚至瞬时消失，易导致螺栓松脱；投运时间较短的线路杆塔更容易出现此类问题。?舞动致螺栓松脱故障-应对措施：应优先采用抗舞措施和局部防松措施，包括合理选用金具，采用防松螺帽、双螺帽；对于易舞地区的输电线路杆塔，可在线路投运后的停电检修间隔内对杆塔紧固件进行有计划的二次复紧。?,输电线|舞动故障|knowledge_fact,关系_links.xlsx,2,v1_20260411
C000037,TL_PLAN_20260411,slot_fact,输电线,舞动故障,knowledge_fact,舞动致螺栓松脱故障存在舞动致螺栓松脱故障。 相关定义：舞动致螺栓松脱故障-应对措施：应优先采用抗舞措施和局部防松措施，包括合理选用金具，采用防松螺帽、双螺帽；对于易舞地区的输电线路杆塔，可在线路投运后的停电检修间隔内对杆塔紧固件进行有计划的二次复紧。?舞动致螺栓松脱故障-安全风险：在杆塔紧固件复紧和防松改造过程中，主要存在高空作业风险、触电/电击伤害风险和结构失稳风险；若在停电窗口内集中处理，还伴随停电损失风险。?,输电线|舞动故障|knowledge_fact,关系_links.xlsx,2,v1_20260411
C000038,TL_PLAN_20260411,slot_fact,输电线,舞动故障,action_steps,舞动致螺栓松脱故障需要舞动致螺栓松脱故障。 相关定义：舞动致螺栓松脱故障-应对措施：应优先采用抗舞措施和局部防松措施，包括合理选用金具，采用防松螺帽、双螺帽；对于易舞地区的输电线路杆塔，可在线路投运后的停电检修间隔内对杆塔紧固件进行有计划的二次复紧。?舞动致螺栓松脱故障-应急资源：主要需要抢修队伍、绝缘工具、安全防护用品、备品备件和金具器材；如需集中复紧和巡检，还可配交通工具与照明设备。?,输电线|舞动故障|action_steps,关系_links.xlsx,5,v1_20260411
C000039,TL_PLAN_20260411,slot_fact,输电线,舞动故障,knowledge_fact,舞动故障包含舞动致杆塔损坏故障。 相关定义：舞动故障：输电线路导线舞动引发的机械和电气故障大类。?舞动致杆塔损坏故障：舞动故障下的二级故障小类：舞动致杆塔损坏故障。?,输电线|舞动故障|knowledge_fact,关系_links.xlsx,2,v1_20260411
C000040,TL_PLAN_20260411,slot_fact,输电线,舞动故障,knowledge_fact,舞动致杆塔损坏故障的故障原因为：导线舞动会引起金具和杆塔部件损坏。耐张塔绝缘子水平悬挂，跳线两侧导线舞动荷载直接作用于杆塔；直线塔与耐张塔导线悬挂方式不同，导致不平衡张力分布差异；此外，横担损坏也可能由螺栓松动脱落引起。。 相关定义：舞动致杆塔损坏故障：舞动故障下的二级故障小类：舞动致杆塔损坏故障。?舞动致杆塔损坏故障-故障原因：导线舞动会引起金具和杆塔部件损坏。耐张塔绝缘子水平悬挂，跳线两侧导线舞动荷载直接作用于杆塔；直线塔与耐张塔导线悬挂方式不同，导致不平衡张力分布差异；此外，横担损坏也可能由螺栓松动脱落引起。?,输电线|舞动故障|knowledge_fact,关系_links.xlsx,2,v1_20260411
C000041,TL_PLAN_20260411,slot_fact,输电线,舞动故障,precursor,舞动致杆塔损坏故障的故障现象为：主要表现为间隔棒夹头松动或脱落、球头挂环磨坏断裂、导线落地，以及耐张塔损坏、直线塔损坏、横担扭曲变形或断裂。。 相关定义：舞动致杆塔损坏故障-故障原因：导线舞动会引起金具和杆塔部件损坏。耐张塔绝缘子水平悬挂，跳线两侧导线舞动荷载直接作用于杆塔；直线塔与耐张塔导线悬挂方式不同，导致不平衡张力分布差异；此外，横担损坏也可能由螺栓松动脱落引起。?舞动致杆塔损坏故障-故障现象：主要表现为间隔棒夹头松动或脱落、球头挂环磨坏断裂、导线落地，以及耐张塔损坏、直线塔损坏、横担扭曲变形或断裂。?,输电线|舞动故障|precursor,关系_links.xlsx,4,v1_20260411
C000042,TL_PLAN_20260411,slot_fact,输电线,舞动故障,fault_consequence,舞动致杆塔损坏故障导致舞动致杆塔损坏故障。 相关定义：舞动致杆塔损坏故障-故障原因：导线舞动会引起金具和杆塔部件损坏。耐张塔绝缘子水平悬挂，跳线两侧导线舞动荷载直接作用于杆塔；直线塔与耐张塔导线悬挂方式不同，导致不平衡张力分布差异；此外，横担损坏也可能由螺栓松动脱落引起。?舞动致杆塔损坏故障-故障后果：可造成间隔棒夹头松动或脱落、球头挂环磨坏断裂、导线落地，以及耐张塔、直线塔和横担的扭曲、变形或断裂，最终导致结构性损坏和线路停运。?,输电线|舞动故障|fault_consequence,关系_links.xlsx,5,v1_20260411
C000043,TL_PLAN_20260411,slot_fact,输电线,舞动故障,action_steps,舞动致杆塔损坏故障处置舞动致杆塔损坏故障。 相关定义：舞动致杆塔损坏故障：舞动故障下的二级故障小类：舞动致杆塔损坏故障。?舞动致杆塔损坏故障-应对措施：应综合采用避舞、抗舞和抑舞措施：在线路路径和走向上尽量避开易舞微地形并平行冬季主导风向；工程上合理选用金具、合理确定线间距离、缩短耐张段；在严重舞动区可安装扭转阻尼器、失谐摆、抑扭环、压重防舞装置和相间间隔棒等装置。?,输电线|舞动故障|action_steps,关系_links.xlsx,5,v1_20260411
C000044,TL_PLAN_20260411,slot_fact,输电线,舞动故障,knowledge_fact,舞动致杆塔损坏故障针对性舞动致杆塔损坏故障。 相关定义：舞动致杆塔损坏故障-故障原因：导线舞动会引起金具和杆塔部件损坏。耐张塔绝缘子水平悬挂，跳线两侧导线舞动荷载直接作用于杆塔；直线塔与耐张塔导线悬挂方式不同，导致不平衡张力分布差异；此外，横担损坏也可能由螺栓松动脱落引起。?舞动致杆塔损坏故障-应对措施：应综合采用避舞、抗舞和抑舞措施：在线路路径和走向上尽量避开易舞微地形并平行冬季主导风向；工程上合理选用金具、合理确定线间距离、缩短耐张段；在严重舞动区可安装扭转阻尼器、失谐摆、抑扭环、压重防舞装置和相间间隔棒等装置。?,输电线|舞动故障|knowledge_fact,关系_links.xlsx,2,v1_20260411
C000045,TL_PLAN_20260411,slot_fact,输电线,舞动故障,knowledge_fact,舞动致杆塔损坏故障存在舞动致杆塔损坏故障。 相关定义：舞动致杆塔损坏故障-应对措施：应综合采用避舞、抗舞和抑舞措施：在线路路径和走向上尽量避开易舞微地形并平行冬季主导风向；工程上合理选用金具、合理确定线间距离、缩短耐张段；在严重舞动区可安装扭转阻尼器、失谐摆、抑扭环、压重防舞装置和相间间隔棒等装置。?舞动致杆塔损坏故障-安全风险：在杆塔、横担和金具修复或更换过程中，主要存在高空作业风险、起重作业导致的设备损坏风险、结构失稳风险和人员伤亡风险，同时伴随触电风险和停电损失风险。?,输电线|舞动故障|knowledge_fact,关系_links.xlsx,2,v1_20260411
C000046,TL_PLAN_20260411,slot_fact,输电线,舞动故障,action_steps,舞动致杆塔损坏故障需要舞动致杆塔损坏故障。 相关定义：舞动致杆塔损坏故障-应对措施：应综合采用避舞、抗舞和抑舞措施：在线路路径和走向上尽量避开易舞微地形并平行冬季主导风向；工程上合理选用金具、合理确定线间距离、缩短耐张段；在严重舞动区可安装扭转阻尼器、失谐摆、抑扭环、压重防舞装置和相间间隔棒等装置。?舞动致杆塔损坏故障-应急资源：主要需要抢修队伍、起重机械、交通工具、备用设备、安全防护用品、备品备件和金具器材；若故障点分散，还宜配通信设备和应急电源。?,输电线|舞动故障|action_steps,关系_links.xlsx,5,v1_20260411
C000047,TL_PLAN_20260411,slot_fact,输电线,舞动故障,knowledge_fact,舞动故障包含舞动致跳闸故障。 相关定义：舞动故障：输电线路导线舞动引发的机械和电气故障大类。?舞动致跳闸故障：舞动故障下的二级故障小类：舞动致跳闸故障。?,输电线|舞动故障|knowledge_fact,关系_links.xlsx,2,v1_20260411
C000048,TL_PLAN_20260411,slot_fact,输电线,舞动故障,knowledge_fact,舞动致跳闸故障的故障原因为：导线舞动可导致相间短路、对杆塔放电、对下方交叉线路或物体放电，也可能因导线损坏引发放电，甚至因杆塔损坏导致停电和跳闸故障。。 相关定义：舞动致跳闸故障：舞动故障下的二级故障小类：舞动致跳闸故障。?舞动致跳闸故障-故障原因：导线舞动可导致相间短路、对杆塔放电、对下方交叉线路或物体放电，也可能因导线损坏引发放电，甚至因杆塔损坏导致停电和跳闸故障。?,输电线|舞动故障|knowledge_fact,关系_links.xlsx,2,v1_20260411
C000049,TL_PLAN_20260411,slot_fact,输电线,舞动故障,precursor,舞动致跳闸故障的故障现象为：主要表现为跳闸、停电，且大部分跳闸表现为相间故障和单相故障；在一些情况下，即使重合闸成功，也容易再次跳闸并发展为短路。。 相关定义：舞动致跳闸故障-故障原因：导线舞动可导致相间短路、对杆塔放电、对下方交叉线路或物体放电，也可能因导线损坏引发放电，甚至因杆塔损坏导致停电和跳闸故障。?舞动致跳闸故障-故障现象：主要表现为跳闸、停电，且大部分跳闸表现为相间故障和单相故障；在一些情况下，即使重合闸成功，也容易再次跳闸并发展为短路。?,输电线|舞动故障|precursor,关系_links.xlsx,4,v1_20260411
C000050,TL_PLAN_20260411,slot_fact,输电线,舞动故障,fault_consequence,舞动致跳闸故障导致舞动致跳闸故障。 相关定义：舞动致跳闸故障-故障原因：导线舞动可导致相间短路、对杆塔放电、对下方交叉线路或物体放电，也可能因导线损坏引发放电，甚至因杆塔损坏导致停电和跳闸故障。?舞动致跳闸故障-故障后果：主要后果表现为跳闸和停电，且多为相间故障或单相故障；由于舞动持续时间较长，即使重合闸成功，也容易再次跳闸并进一步发展为短路，造成线路运行可靠性下降。?,输电线|舞动故障|fault_consequence,关系_links.xlsx,5,v1_20260411
C000051,TL_PLAN_20260411,slot_fact,输电线,舞动故障,action_steps,舞动致跳闸故障处置舞动致跳闸故障。 相关定义：舞动致跳闸故障：舞动故障下的二级故障小类：舞动致跳闸故障。?舞动致跳闸故障-应对措施：除路径优化和常规抗舞措施外，应重点采用抑舞措施，如缠绕扰流线、安装空气动力阻尼器、扭转阻尼器、压重防舞装置、相间间隔棒，以及在档距两端安装吸收舞动能量的阻尼器、偏心重锤双摆防舞器、线夹回转式间隔棒等，以降低相间闪络和重复跳闸风险。?,输电线|舞动故障|action_steps,关系_links.xlsx,5,v1_20260411
