chunk_id,doc_id,chunk_type,asset_type,fault_type,slot_key,content,keywords,source_ref,priority,version
C000023,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,油断路器缺油故障-应对措施存在油断路器缺油故障-安全风险,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000024,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,油断路器缺油故障-应对措施需要油断路器缺油故障-应急资源,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000025,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,灭弧与介质状态故障包含空气断路器气压降低故障,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000026,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,空气断路器气压降低故障起因于空气断路器气压降低故障-故障原因,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000027,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,precursor,空气断路器气压降低故障-故障原因表现空气断路器气压降低故障-故障现象,断路器|灭弧与介质状态故障|precursor,关系_links.xlsx,4,20260410
C000028,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,空气断路器气压降低故障处置空气断路器气压降低故障-应对措施,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000029,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,fault_consequence,空气断路器气压降低故障-故障后果,断路器|灭弧与介质状态故障|fault_consequence,关系_links.xlsx,5,20260410
C000030,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,空气断路器气压降低故障-应对措施存在空气断路器气压降低故障-安全风险,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000031,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,空气断路器气压降低故障-应对措施需要空气断路器气压降低故障-应急资源,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000032,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,灭弧与介质状态故障包含六氟化硫介质泄漏故障,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000033,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,六氟化硫介质泄漏故障起因于六氟化硫介质泄漏故障-故障原因,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000034,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,precursor,六氟化硫介质泄漏故障-故障原因表现六氟化硫介质泄漏故障-故障现象,断路器|灭弧与介质状态故障|precursor,关系_links.xlsx,4,20260410
C000035,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,六氟化硫介质泄漏故障处置六氟化硫介质泄漏故障-应对措施,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000036,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,fault_consequence,六氟化硫介质泄漏故障-故障后果,断路器|灭弧与介质状态故障|fault_consequence,关系_links.xlsx,5,20260410
C000037,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,六氟化硫介质泄漏故障-应对措施存在六氟化硫介质泄漏故障-安全风险,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000038,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,六氟化硫介质泄漏故障-应对措施需要六氟化硫介质泄漏故障-应急资源,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000039,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,灭弧与介质状态故障包含灭弧室烧损爆炸故障,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000040,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,灭弧室烧损爆炸故障起因于灭弧室烧损爆炸故障-故障原因,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000041,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,precursor,灭弧室烧损爆炸故障-故障原因表现灭弧室烧损爆炸故障-故障现象,断路器|灭弧与介质状态故障|precursor,关系_links.xlsx,4,20260410
C000042,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,灭弧室烧损爆炸故障处置灭弧室烧损爆炸故障-应对措施,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000043,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,fault_consequence,灭弧室烧损爆炸故障-故障后果,断路器|灭弧与介质状态故障|fault_consequence,关系_links.xlsx,5,20260410
C000044,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,灭弧室烧损爆炸故障-应对措施存在灭弧室烧损爆炸故障-安全风险,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000045,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,灭弧室烧损爆炸故障-应对措施需要灭弧室烧损爆炸故障-应急资源,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000046,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,knowledge_fact,导电回路与开断故障包含断路故障,断路器|导电回路与开断故障|knowledge_fact,关系_links.xlsx,2,20260410
C000047,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,knowledge_fact,断路故障起因于断路故障-故障原因,断路器|导电回路与开断故障|knowledge_fact,关系_links.xlsx,2,20260410
C000048,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,precursor,断路故障-故障原因表现断路故障-故障现象,断路器|导电回路与开断故障|precursor,关系_links.xlsx,4,20260410
C000049,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,knowledge_fact,断路故障处置断路故障-应对措施,断路器|导电回路与开断故障|knowledge_fact,关系_links.xlsx,2,20260410
C000050,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,fault_consequence,断路故障-故障后果,断路器|导电回路与开断故障|fault_consequence,关系_links.xlsx,5,20260410
C000051,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,knowledge_fact,断路故障-应对措施存在断路故障-安全风险,断路器|导电回路与开断故障|knowledge_fact,关系_links.xlsx,2,20260410
C000052,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,knowledge_fact,断路故障-应对措施需要断路故障-应急资源,断路器|导电回路与开断故障|knowledge_fact,关系_links.xlsx,2,20260410
C000053,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,knowledge_fact,导电回路与开断故障包含导电回路直阻超标故障,断路器|导电回路与开断故障|knowledge_fact,关系_links.xlsx,2,20260410
C000054,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,knowledge_fact,导电回路直阻超标故障起因于导电回路直阻超标故障-故障原因,断路器|导电回路与开断故障|knowledge_fact,关系_links.xlsx,2,20260410
C000055,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,precursor,导电回路直阻超标故障-故障原因表现导电回路直阻超标故障-故障现象,断路器|导电回路与开断故障|precursor,关系_links.xlsx,4,20260410
C000056,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,knowledge_fact,导电回路直阻超标故障处置导电回路直阻超标故障-应对措施,断路器|导电回路与开断故障|knowledge_fact,关系_links.xlsx,2,20260410
C000057,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,fault_consequence,导电回路直阻超标故障-故障后果,断路器|导电回路与开断故障|fault_consequence,关系_links.xlsx,5,20260410
C000058,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,knowledge_fact,导电回路直阻超标故障-应对措施存在导电回路直阻超标故障-安全风险,断路器|导电回路与开断故障|knowledge_fact,关系_links.xlsx,2,20260410
C000059,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,knowledge_fact,导电回路直阻超标故障-应对措施需要导电回路直阻超标故障-应急资源,断路器|导电回路与开断故障|knowledge_fact,关系_links.xlsx,2,20260410
C000060,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,knowledge_fact,导电回路与开断故障包含触头及导电连接异常故障,断路器|导电回路与开断故障|knowledge_fact,关系_links.xlsx,2,20260410
C000061,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,knowledge_fact,触头及导电连接异常故障起因于触头及导电连接异常故障-故障原因,断路器|导电回路与开断故障|knowledge_fact,关系_links.xlsx,2,20260410
C000062,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,precursor,触头及导电连接异常故障-故障原因表现触头及导电连接异常故障-故障现象,断路器|导电回路与开断故障|precursor,关系_links.xlsx,4,20260410
C000063,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,knowledge_fact,触头及导电连接异常故障处置触头及导电连接异常故障-应对措施,断路器|导电回路与开断故障|knowledge_fact,关系_links.xlsx,2,20260410
C000064,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,fault_consequence,触头及导电连接异常故障-故障后果,断路器|导电回路与开断故障|fault_consequence,关系_links.xlsx,5,20260410
C000065,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,knowledge_fact,触头及导电连接异常故障-应对措施存在触头及导电连接异常故障-安全风险,断路器|导电回路与开断故障|knowledge_fact,关系_links.xlsx,2,20260410
C000066,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,knowledge_fact,触头及导电连接异常故障-应对措施需要触头及导电连接异常故障-应急资源,断路器|导电回路与开断故障|knowledge_fact,关系_links.xlsx,2,20260410
C000067,BRK_PLAN_20260410,slot_fact,断路器,合分闸操作故障,knowledge_fact,合分闸操作故障包含误动故障,断路器|合分闸操作故障|knowledge_fact,关系_links.xlsx,2,20260410
C000068,BRK_PLAN_20260410,slot_fact,断路器,合分闸操作故障,knowledge_fact,误动故障起因于误动故障-故障原因,断路器|合分闸操作故障|knowledge_fact,关系_links.xlsx,2,20260410
C000069,BRK_PLAN_20260410,slot_fact,断路器,合分闸操作故障,precursor,误动故障-故障原因表现误动故障-故障现象,断路器|合分闸操作故障|precursor,关系_links.xlsx,4,20260410
C000070,BRK_PLAN_20260410,slot_fact,断路器,合分闸操作故障,knowledge_fact,误动故障处置误动故障-应对措施,断路器|合分闸操作故障|knowledge_fact,关系_links.xlsx,2,20260410
C000071,BRK_PLAN_20260410,slot_fact,断路器,合分闸操作故障,fault_consequence,误动故障-故障后果,断路器|合分闸操作故障|fault_consequence,关系_links.xlsx,5,20260410
C000072,BRK_PLAN_20260410,slot_fact,断路器,合分闸操作故障,knowledge_fact,误动故障-应对措施存在误动故障-安全风险,断路器|合分闸操作故障|knowledge_fact,关系_links.xlsx,2,20260410
C000073,BRK_PLAN_20260410,slot_fact,断路器,合分闸操作故障,knowledge_fact,误动故障-应对措施需要误动故障-应急资源,断路器|合分闸操作故障|knowledge_fact,关系_links.xlsx,2,20260410
C000074,BRK_PLAN_20260410,slot_fact,断路器,合分闸操作故障,knowledge_fact,合分闸操作故障包含拒动故障,断路器|合分闸操作故障|knowledge_fact,关系_links.xlsx,2,20260410
C000075,BRK_PLAN_20260410,slot_fact,断路器,合分闸操作故障,knowledge_fact,拒动故障起因于拒动故障-故障原因,断路器|合分闸操作故障|knowledge_fact,关系_links.xlsx,2,20260410
C000076,BRK_PLAN_20260410,slot_fact,断路器,合分闸操作故障,precursor,拒动故障-故障原因表现拒动故障-故障现象,断路器|合分闸操作故障|precursor,关系_links.xlsx,4,20260410
C000077,BRK_PLAN_20260410,slot_fact,断路器,合分闸操作故障,knowledge_fact,拒动故障处置拒动故障-应对措施,断路器|合分闸操作故障|knowledge_fact,关系_links.xlsx,2,20260410
C000078,BRK_PLAN_20260410,slot_fact,断路器,合分闸操作故障,fault_consequence,拒动故障-故障后果,断路器|合分闸操作故障|fault_consequence,关系_links.xlsx,5,20260410
C000079,BRK_PLAN_20260410,slot_fact,断路器,合分闸操作故障,knowledge_fact,拒动故障-应对措施存在拒动故障-安全风险,断路器|合分闸操作故障|knowledge_fact,关系_links.xlsx,2,20260410
C000080,BRK_PLAN_20260410,slot_fact,断路器,合分闸操作故障,knowledge_fact,拒动故障-应对措施需要拒动故障-应急资源,断路器|合分闸操作故障|knowledge_fact,关系_links.xlsx,2,20260410
C000081,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,knowledge_fact,操动机构与机械传动故障包含机构卡阻卡涩故障,断路器|操动机构与机械传动故障|knowledge_fact,关系_links.xlsx,2,20260410
C000082,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,knowledge_fact,机构卡阻卡涩故障起因于机构卡阻卡涩故障-故障原因,断路器|操动机构与机械传动故障|knowledge_fact,关系_links.xlsx,2,20260410
C000083,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,precursor,机构卡阻卡涩故障-故障原因表现机构卡阻卡涩故障-故障现象,断路器|操动机构与机械传动故障|precursor,关系_links.xlsx,4,20260410
C000084,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,knowledge_fact,机构卡阻卡涩故障处置机构卡阻卡涩故障-应对措施,断路器|操动机构与机械传动故障|knowledge_fact,关系_links.xlsx,2,20260410
C000085,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,fault_consequence,机构卡阻卡涩故障-故障后果,断路器|操动机构与机械传动故障|fault_consequence,关系_links.xlsx,5,20260410
C000086,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,knowledge_fact,机构卡阻卡涩故障-应对措施存在机构卡阻卡涩故障-安全风险,断路器|操动机构与机械传动故障|knowledge_fact,关系_links.xlsx,2,20260410
C000087,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,knowledge_fact,机构卡阻卡涩故障-应对措施需要机构卡阻卡涩故障-应急资源,断路器|操动机构与机械传动故障|knowledge_fact,关系_links.xlsx,2,20260410
C000088,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,knowledge_fact,操动机构与机械传动故障包含操作机构死点故障,断路器|操动机构与机械传动故障|knowledge_fact,关系_links.xlsx,2,20260410
C000089,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,knowledge_fact,操作机构死点故障起因于操作机构死点故障-故障原因,断路器|操动机构与机械传动故障|knowledge_fact,关系_links.xlsx,2,20260410
C000090,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,precursor,操作机构死点故障-故障原因表现操作机构死点故障-故障现象,断路器|操动机构与机械传动故障|precursor,关系_links.xlsx,4,20260410
C000091,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,knowledge_fact,操作机构死点故障处置操作机构死点故障-应对措施,断路器|操动机构与机械传动故障|knowledge_fact,关系_links.xlsx,2,20260410
C000092,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,fault_consequence,操作机构死点故障-故障后果,断路器|操动机构与机械传动故障|fault_consequence,关系_links.xlsx,5,20260410
C000093,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,knowledge_fact,操作机构死点故障-应对措施存在操作机构死点故障-安全风险,断路器|操动机构与机械传动故障|knowledge_fact,关系_links.xlsx,2,20260410
C000094,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,knowledge_fact,操作机构死点故障-应对措施需要操作机构死点故障-应急资源,断路器|操动机构与机械传动故障|knowledge_fact,关系_links.xlsx,2,20260410
C000095,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,knowledge_fact,操动机构与机械传动故障包含跳闸挂扣滑脱故障,断路器|操动机构与机械传动故障|knowledge_fact,关系_links.xlsx,2,20260410
C000096,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,knowledge_fact,跳闸挂扣滑脱故障起因于跳闸挂扣滑脱故障-故障原因,断路器|操动机构与机械传动故障|knowledge_fact,关系_links.xlsx,2,20260410
C000097,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,precursor,跳闸挂扣滑脱故障-故障原因表现跳闸挂扣滑脱故障-故障现象,断路器|操动机构与机械传动故障|precursor,关系_links.xlsx,4,20260410
C000098,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,knowledge_fact,跳闸挂扣滑脱故障处置跳闸挂扣滑脱故障-应对措施,断路器|操动机构与机械传动故障|knowledge_fact,关系_links.xlsx,2,20260410
C000099,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,fault_consequence,跳闸挂扣滑脱故障-故障后果,断路器|操动机构与机械传动故障|fault_consequence,关系_links.xlsx,5,20260410
C000100,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,knowledge_fact,跳闸挂扣滑脱故障-应对措施存在跳闸挂扣滑脱故障-安全风险,断路器|操动机构与机械传动故障|knowledge_fact,关系_links.xlsx,2,20260410
C000101,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,knowledge_fact,跳闸挂扣滑脱故障-应对措施需要跳闸挂扣滑脱故障-应急资源,断路器|操动机构与机械传动故障|knowledge_fact,关系_links.xlsx,2,20260410
C000102,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,knowledge_fact,操动机构与机械传动故障包含合分闸铁心动作失灵故障,断路器|操动机构与机械传动故障|knowledge_fact,关系_links.xlsx,2,20260410
C000103,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,knowledge_fact,合分闸铁心动作失灵故障起因于合分闸铁心动作失灵故障-故障原因,断路器|操动机构与机械传动故障|knowledge_fact,关系_links.xlsx,2,20260410
C000104,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,precursor,合分闸铁心动作失灵故障-故障原因表现合分闸铁心动作失灵故障-故障现象,断路器|操动机构与机械传动故障|precursor,关系_links.xlsx,4,20260410
C000105,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,knowledge_fact,合分闸铁心动作失灵故障处置合分闸铁心动作失灵故障-应对措施,断路器|操动机构与机械传动故障|knowledge_fact,关系_links.xlsx,2,20260410
C000106,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,fault_consequence,合分闸铁心动作失灵故障-故障后果,断路器|操动机构与机械传动故障|fault_consequence,关系_links.xlsx,5,20260410
C000107,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,knowledge_fact,合分闸铁心动作失灵故障-应对措施存在合分闸铁心动作失灵故障-安全风险,断路器|操动机构与机械传动故障|knowledge_fact,关系_links.xlsx,2,20260410
C000108,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,knowledge_fact,合分闸铁心动作失灵故障-应对措施需要合分闸铁心动作失灵故障-应急资源,断路器|操动机构与机械传动故障|knowledge_fact,关系_links.xlsx,2,20260410
C000109,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,knowledge_fact,操动机构与机械传动故障包含储能机构不能储能故障,断路器|操动机构与机械传动故障|knowledge_fact,关系_links.xlsx,2,20260410
C000110,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,knowledge_fact,储能机构不能储能故障起因于储能机构不能储能故障-故障原因,断路器|操动机构与机械传动故障|knowledge_fact,关系_links.xlsx,2,20260410
C000111,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,precursor,储能机构不能储能故障-故障原因表现储能机构不能储能故障-故障现象,断路器|操动机构与机械传动故障|precursor,关系_links.xlsx,4,20260410
C000112,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,knowledge_fact,储能机构不能储能故障处置储能机构不能储能故障-应对措施,断路器|操动机构与机械传动故障|knowledge_fact,关系_links.xlsx,2,20260410
C000113,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,fault_consequence,储能机构不能储能故障-故障后果,断路器|操动机构与机械传动故障|fault_consequence,关系_links.xlsx,5,20260410
C000114,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,knowledge_fact,储能机构不能储能故障-应对措施存在储能机构不能储能故障-安全风险,断路器|操动机构与机械传动故障|knowledge_fact,关系_links.xlsx,2,20260410
C000115,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,knowledge_fact,储能机构不能储能故障-应对措施需要储能机构不能储能故障-应急资源,断路器|操动机构与机械传动故障|knowledge_fact,关系_links.xlsx,2,20260410
C000116,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,knowledge_fact,操动机构与机械传动故障包含分合闸后均储能故障,断路器|操动机构与机械传动故障|knowledge_fact,关系_links.xlsx,2,20260410
C000117,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,knowledge_fact,分合闸后均储能故障起因于分合闸后均储能故障-故障原因,断路器|操动机构与机械传动故障|knowledge_fact,关系_links.xlsx,2,20260410
C000118,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,precursor,分合闸后均储能故障-故障原因表现分合闸后均储能故障-故障现象,断路器|操动机构与机械传动故障|precursor,关系_links.xlsx,4,20260410
C000119,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,knowledge_fact,分合闸后均储能故障处置分合闸后均储能故障-应对措施,断路器|操动机构与机械传动故障|knowledge_fact,关系_links.xlsx,2,20260410
C000120,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,fault_consequence,分合闸后均储能故障-故障后果,断路器|操动机构与机械传动故障|fault_consequence,关系_links.xlsx,5,20260410
C000121,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,knowledge_fact,分合闸后均储能故障-应对措施存在分合闸后均储能故障-安全风险,断路器|操动机构与机械传动故障|knowledge_fact,关系_links.xlsx,2,20260410
C000122,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,knowledge_fact,分合闸后均储能故障-应对措施需要分合闸后均储能故障-应急资源,断路器|操动机构与机械传动故障|knowledge_fact,关系_links.xlsx,2,20260410
C000123,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,knowledge_fact,操动机构与机械传动故障包含操动机构传动件变形断裂故障,断路器|操动机构与机械传动故障|knowledge_fact,关系_links.xlsx,2,20260410
C000124,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,knowledge_fact,操动机构传动件变形断裂故障起因于操动机构传动件变形断裂故障-故障原因,断路器|操动机构与机械传动故障|knowledge_fact,关系_links.xlsx,2,20260410
C000125,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,precursor,操动机构传动件变形断裂故障-故障原因表现操动机构传动件变形断裂故障-故障现象,断路器|操动机构与机械传动故障|precursor,关系_links.xlsx,4,20260410
C000126,BRK_PLAN_20260410,slot_fact,断路器,操动机构与机械传动故障,knowledge_fact,操动机构传动件变形断裂故障处置操动机构传动件变形断裂故障-应对措施,断路器|操动机构与机械传动故障|knowledge_fact,关系_links.xlsx,2,20260410
