chunk_id,doc_id,chunk_type,asset_type,fault_type,slot_key,content,keywords,source_ref,priority,version
C000017,BRK_PLAN_20260410,slot_fact,断路器,本体绝缘与支撑结构故障,fault_object,本体绝缘与支撑结构故障可能发生于高压断路器本体及其灭弧室、绝缘支撑结构、操动机构、导电回路、控制与测量二次回路相关装置 相关定义：本体绝缘与支撑结构故障：高压断路器故障一级大类：本体绝缘与支撑结构故障。,断路器|本体绝缘与支撑结构故障|fault_object,关系_links.xlsx,4,20260410
C000018,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,灭弧与介质状态故障包含油断路器缺油故障 相关定义：灭弧与介质状态故障：高压断路器故障一级大类：灭弧与介质状态故障；油断路器缺油故障：灭弧与介质状态故障下的二级故障小类：油断路器缺油故障。,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000019,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,油断路器缺油故障的故障原因为：主要由于断路器灭弧室或油路存在漏油、渗油问题，导致油位持续下降；当油位计中已看不见油面且伴随明显漏油现象时，说明断路器已严重缺油，不能再安全承担开断任务 相关定义：油断路器缺油故障：灭弧与介质状态故障下的二级故障小类：油断路器缺油故障。,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000020,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,precursor,油断路器缺油故障的故障现象为：主要表现为油位计中看不见油面、灭弧室或油路存在明显漏油、渗油痕迹，断路器开断安全性下降，运行中出现严重缺油告警或被要求停止运行 相关定义：油断路器缺油故障：灭弧与介质状态故障下的二级故障小类：油断路器缺油故障。,断路器|灭弧与介质状态故障|precursor,关系_links.xlsx,4,20260410
C000021,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,油断路器缺油故障处置油断路器缺油故障-应对措施 相关定义：油断路器缺油故障-应对措施：发现油位计中看不见油面且伴有明显漏油时，应立即评估断路器是否还能安全开断，必要时停止运行；同时查明漏油部位，采取可靠安全措施处理，严禁在严重缺油状态下继续带病运行；油断路器缺油故障：灭弧与介质状态故障下的二级故障小类：油断路器缺油故障。,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000022,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,fault_consequence,油断路器缺油故障-故障后果 相关定义：油断路器缺油故障-故障后果：主要后果是灭弧能力和开断安全性显著下降，严重时断路器不能安全切断电路，可能进一步引发设备损坏、停运和事故扩大；油断路器缺油故障：灭弧与介质状态故障下的二级故障小类：油断路器缺油故障。,断路器|灭弧与介质状态故障|fault_consequence,关系_links.xlsx,5,20260410
C000023,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,油断路器缺油故障-应对措施存在油断路器缺油故障-安全风险 相关定义：油断路器缺油故障-应对措施：发现油位计中看不见油面且伴有明显漏油时，应立即评估断路器是否还能安全开断，必要时停止运行；同时查明漏油部位，采取可靠安全措施处理，严禁在严重缺油状态下继续带病运行；油断路器缺油故障-安全风险：在停电检查、补油和处理漏油过程中，主要存在触电、电弧灼伤、油介质着火和误操作停电风险；若带病运行，还会增加开断失效风险。,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000024,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,油断路器缺油故障-应对措施需要油断路器缺油故障-应急资源 相关定义：油断路器缺油故障-应对措施：发现油位计中看不见油面且伴有明显漏油时，应立即评估断路器是否还能安全开断，必要时停止运行；同时查明漏油部位，采取可靠安全措施处理，严禁在严重缺油状态下继续带病运行；油断路器缺油故障-应急资源：主要需要绝缘防护用品、停电检修票证、补油设备、漏油点处理工具、备用绝缘油、油位检测工具和现场检修人员。,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000025,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,灭弧与介质状态故障包含空气断路器气压降低故障 相关定义：空气断路器气压降低故障：灭弧与介质状态故障下的二级故障小类：空气断路器气压降低故障；灭弧与介质状态故障：高压断路器故障一级大类：灭弧与介质状态故障。,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000026,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,空气断路器气压降低故障的故障原因为：主要由于空气断路器运行气压低于规定的最小允许压力值，可能与供气不足、气路泄漏、压力维持能力下降或相关部件异常有关，从而使断路器安全运行条件被破坏 相关定义：空气断路器气压降低故障：灭弧与介质状态故障下的二级故障小类：空气断路器气压降低故障。,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000027,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,precursor,空气断路器气压降低故障的故障现象为：主要表现为运行气压降至允许值以下、压力信号触发、操作回路被切断或重合闸被自动闭锁，并伴随断路器运行能力下降 相关定义：空气断路器气压降低故障：灭弧与介质状态故障下的二级故障小类：空气断路器气压降低故障。,断路器|灭弧与介质状态故障|precursor,关系_links.xlsx,4,20260410
C000028,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,空气断路器气压降低故障处置空气断路器气压降低故障-应对措施 相关定义：空气断路器气压降低故障-应对措施：应迅速检查压力下降原因，利用气压降低接点切断操作回路或停止重合闸，防止带病动作；必要时停止该断路器运行，恢复正常压力条件后再投入；空气断路器气压降低故障：灭弧与介质状态故障下的二级故障小类：空气断路器气压降低故障。,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000029,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,fault_consequence,空气断路器气压降低故障-故障后果 相关定义：空气断路器气压降低故障-故障后果：主要后果是操作回路被切断或重合闸被闭锁，断路器运行能力下降，无法可靠执行分合闸操作，影响供电可靠性和故障处置能力；空气断路器气压降低故障：灭弧与介质状态故障下的二级故障小类：空气断路器气压降低故障。,断路器|灭弧与介质状态故障|fault_consequence,关系_links.xlsx,5,20260410
C000030,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,空气断路器气压降低故障-应对措施存在空气断路器气压降低故障-安全风险 相关定义：空气断路器气压降低故障-应对措施：应迅速检查压力下降原因，利用气压降低接点切断操作回路或停止重合闸，防止带病动作；必要时停止该断路器运行，恢复正常压力条件后再投入；空气断路器气压降低故障-安全风险：在检查气压、恢复供气和处理压力异常时，主要存在带压系统突然释放、误动作、触电以及运行方式切换造成的停电风险。,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000031,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,空气断路器气压降低故障-应对措施需要空气断路器气压降低故障-应急资源 相关定义：空气断路器气压降低故障-应对措施：应迅速检查压力下降原因，利用气压降低接点切断操作回路或停止重合闸，防止带病动作；必要时停止该断路器运行，恢复正常压力条件后再投入；空气断路器气压降低故障-应急资源：主要需要压力检测仪表、供气或补压设备、气路检漏工具、绝缘防护用品、现场值检人员和停电检修条件。,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000032,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,灭弧与介质状态故障包含六氟化硫介质泄漏故障 相关定义：六氟化硫介质泄漏故障：灭弧与介质状态故障下的二级故障小类：六氟化硫介质泄漏故障；灭弧与介质状态故障：高压断路器故障一级大类：灭弧与介质状态故障。,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000033,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,六氟化硫介质泄漏故障的故障原因为：主要由于六氟化硫气室、密封部位或连接部位漏气，导致气体压力下降并触发报警；严重时会出现大量漏气和气体外逸，危及绝缘和灭弧性能，也带来人员防护风险 相关定义：六氟化硫介质泄漏故障：灭弧与介质状态故障下的二级故障小类：六氟化硫介质泄漏故障。,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000034,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,precursor,六氟化硫介质泄漏故障的故障现象为：主要表现为表压下降、气体压力报警、漏气点可被检漏仪检出，严重时会出现大量漏气、气体外逸以及刺激性气味，人员进入现场需加强防护 相关定义：六氟化硫介质泄漏故障：灭弧与介质状态故障下的二级故障小类：六氟化硫介质泄漏故障。,断路器|灭弧与介质状态故障|precursor,关系_links.xlsx,4,20260410
C000035,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,六氟化硫介质泄漏故障处置六氟化硫介质泄漏故障-应对措施 相关定义：六氟化硫介质泄漏故障-应对措施：出现压力报警时应先检查压力表并用检漏仪查找漏点，按规定进行补气和密封处理；若发现大量漏气，应设法停电处理。发生气体外逸时，应立即撤离人员、投入全部通风装置，并按防护要求穿戴防护衣、手套和防毒面具；六氟化硫介质泄漏故障：灭弧与介质状态故障下的二级故障小类：六氟化硫介质泄漏故障。,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000036,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,fault_consequence,六氟化硫介质泄漏故障-故障后果 相关定义：六氟化硫介质泄漏故障-故障后果：主要后果是绝缘和灭弧性能下降，断路器被迫停运或限运；大量漏气时还会带来人员暴露风险和现场处置难度增加；六氟化硫介质泄漏故障：灭弧与介质状态故障下的二级故障小类：六氟化硫介质泄漏故障。,断路器|灭弧与介质状态故障|fault_consequence,关系_links.xlsx,5,20260410
C000037,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,六氟化硫介质泄漏故障-应对措施存在六氟化硫介质泄漏故障-安全风险 相关定义：六氟化硫介质泄漏故障-应对措施：出现压力报警时应先检查压力表并用检漏仪查找漏点，按规定进行补气和密封处理；若发现大量漏气，应设法停电处理。发生气体外逸时，应立即撤离人员、投入全部通风装置，并按防护要求穿戴防护衣、手套和防毒面具；六氟化硫介质泄漏故障-安全风险：在查漏、补气和停电检修过程中，主要存在气体外逸、缺氧或有害气体暴露、触电、电弧灼伤和防护不到位导致的人身伤害风险。,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000038,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,六氟化硫介质泄漏故障-应对措施需要六氟化硫介质泄漏故障-应急资源 相关定义：六氟化硫介质泄漏故障-应对措施：出现压力报警时应先检查压力表并用检漏仪查找漏点，按规定进行补气和密封处理；若发现大量漏气，应设法停电处理。发生气体外逸时，应立即撤离人员、投入全部通风装置，并按防护要求穿戴防护衣、手套和防毒面具；六氟化硫介质泄漏故障-应急资源：主要需要检漏仪、补气和回收装置、通风设备、防毒面具、防护服、手套、气体处理人员和停电检修条件。,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000039,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,灭弧与介质状态故障包含灭弧室烧损爆炸故障 相关定义：灭弧与介质状态故障：高压断路器故障一级大类：灭弧与介质状态故障；灭弧室烧损爆炸故障：灭弧与介质状态故障下的二级故障小类：灭弧室烧损爆炸故障。,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000040,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,灭弧室烧损爆炸故障的故障原因为：主要由于安装地点实际短路电流超过断路器开断能力、系统短路电流控制不当、灭弧室油位过低或严重缺油、开断故障后喷油严重未及时处理等因素，使灭弧室在高能量开断过程中发生烧损甚至爆炸 相关定义：灭弧室烧损爆炸故障：灭弧与介质状态故障下的二级故障小类：灭弧室烧损爆炸故障。,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000041,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,precursor,灭弧室烧损爆炸故障的故障现象为：主要表现为灭弧室烧损、喷油严重、绝缘和灭弧性能急剧下降，严重时出现爆炸、飞溅、设备严重损伤等危险现象 相关定义：灭弧室烧损爆炸故障：灭弧与介质状态故障下的二级故障小类：灭弧室烧损爆炸故障。,断路器|灭弧与介质状态故障|precursor,关系_links.xlsx,4,20260410
C000042,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,灭弧室烧损爆炸故障处置灭弧室烧损爆炸故障-应对措施 相关定义：灭弧室烧损爆炸故障-应对措施：应定期核算安装地点短路电流，合理改变系统运行方式、采取限流措施并在继电保护上优化跳闸顺序；对开断能力不足的设备及时调换或升级，同时加强灭弧室油位监视、按规定开展检修，并在液压机构打压频繁或突然失压时及时停电处理；灭弧室烧损爆炸故障：灭弧与介质状态故障下的二级故障小类：灭弧室烧损爆炸故障。,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000043,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,fault_consequence,灭弧室烧损爆炸故障-故障后果 相关定义：灭弧室烧损爆炸故障-故障后果：主要后果是灭弧室严重损坏甚至爆炸，导致设备报废、停电范围扩大，并伴随人身伤害和次生事故风险；灭弧室烧损爆炸故障：灭弧与介质状态故障下的二级故障小类：灭弧室烧损爆炸故障。,断路器|灭弧与介质状态故障|fault_consequence,关系_links.xlsx,5,20260410
C000044,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,灭弧室烧损爆炸故障-应对措施存在灭弧室烧损爆炸故障-安全风险 相关定义：灭弧室烧损爆炸故障-应对措施：应定期核算安装地点短路电流，合理改变系统运行方式、采取限流措施并在继电保护上优化跳闸顺序；对开断能力不足的设备及时调换或升级，同时加强灭弧室油位监视、按规定开展检修，并在液压机构打压频繁或突然失压时及时停电处理；灭弧室烧损爆炸故障-安全风险：主要安全风险包括爆炸、飞溅、火灾、电弧灼伤、人身伤害以及事故扩大造成的大范围停电和应急处置风险。,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000045,BRK_PLAN_20260410,slot_fact,断路器,灭弧与介质状态故障,knowledge_fact,灭弧室烧损爆炸故障-应对措施需要灭弧室烧损爆炸故障-应急资源 相关定义：灭弧室烧损爆炸故障-应对措施：应定期核算安装地点短路电流，合理改变系统运行方式、采取限流措施并在继电保护上优化跳闸顺序；对开断能力不足的设备及时调换或升级，同时加强灭弧室油位监视、按规定开展检修，并在液压机构打压频繁或突然失压时及时停电处理；灭弧室烧损爆炸故障-应急资源：主要需要事故隔离和消防装备、备用断路器或灭弧室组件、短路电流核算资料、抢修工器具、起吊设备和应急检修人员。,断路器|灭弧与介质状态故障|knowledge_fact,关系_links.xlsx,2,20260410
C000046,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,knowledge_fact,导电回路与开断故障包含断路故障 相关定义：导电回路与开断故障：高压断路器故障一级大类：导电回路与开断故障；断路故障：导电回路与开断故障下的二级故障小类：断路故障。,断路器|导电回路与开断故障|knowledge_fact,关系_links.xlsx,2,20260410
C000047,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,knowledge_fact,断路故障的故障原因为：主要由于导电回路中的连接件、触头、导电夹或相关部件接触失效、松动断裂、材质不良或强度不足，在运行或操作过程中发生变形、损伤或断开，导致电流通路中断 相关定义：断路故障：导电回路与开断故障下的二级故障小类：断路故障。,断路器|导电回路与开断故障|knowledge_fact,关系_links.xlsx,2,20260410
C000048,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,precursor,断路故障的故障现象为：主要表现为电流通路中断、回路不导通、设备不能正常送电或运行中突然失去导通能力 相关定义：断路故障：导电回路与开断故障下的二级故障小类：断路故障。,断路器|导电回路与开断故障|precursor,关系_links.xlsx,4,20260410
C000049,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,knowledge_fact,断路故障处置断路故障-应对措施 相关定义：断路故障-应对措施：应重点检查导电回路中的触头、导电夹、连接件和相关结构件，查找断点、松动和损伤部位，对接触失效、材质不良或强度不足的零件及时更换和紧固；断路故障：导电回路与开断故障下的二级故障小类：断路故障。,断路器|导电回路与开断故障|knowledge_fact,关系_links.xlsx,2,20260410
C000050,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,fault_consequence,断路故障-故障后果 相关定义：断路故障-故障后果：主要后果是电流通路中断，设备无法正常送电或持续运行，直接造成停电、运行中断或功能失效；断路故障：导电回路与开断故障下的二级故障小类：断路故障。,断路器|导电回路与开断故障|fault_consequence,关系_links.xlsx,5,20260410
C000051,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,knowledge_fact,断路故障-应对措施存在断路故障-安全风险 相关定义：断路故障-应对措施：应重点检查导电回路中的触头、导电夹、连接件和相关结构件，查找断点、松动和损伤部位，对接触失效、材质不良或强度不足的零件及时更换和紧固；断路故障-安全风险：在排查断点、拆装导电回路和恢复送电过程中，主要存在误送电、触电、电弧灼伤和停电范围扩大的风险。,断路器|导电回路与开断故障|knowledge_fact,关系_links.xlsx,2,20260410
C000052,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,knowledge_fact,断路故障-应对措施需要断路故障-应急资源 相关定义：断路故障-应对措施：应重点检查导电回路中的触头、导电夹、连接件和相关结构件，查找断点、松动和损伤部位，对接触失效、材质不良或强度不足的零件及时更换和紧固；断路故障-应急资源：主要需要连续性检测工具、绝缘防护用品、备用导电连接件、紧固工器具、停电作业条件和检修人员。,断路器|导电回路与开断故障|knowledge_fact,关系_links.xlsx,2,20260410
C000053,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,knowledge_fact,导电回路与开断故障包含导电回路直阻超标故障 相关定义：导电回路直阻超标故障：导电回路与开断故障下的二级故障小类：导电回路直阻超标故障；导电回路与开断故障：高压断路器故障一级大类：导电回路与开断故障。,断路器|导电回路与开断故障|knowledge_fact,关系_links.xlsx,2,20260410
C000054,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,knowledge_fact,导电回路直阻超标故障的故障原因为：主要由于真空泡上部接触面、导电夹、触头拐臂与上、下出线端的接触面氧化、接触压力不足、固定螺钉松动或接触不良，使接触电阻增大并导致导电回路直流电阻超标 相关定义：导电回路直阻超标故障：导电回路与开断故障下的二级故障小类：导电回路直阻超标故障。,断路器|导电回路与开断故障|knowledge_fact,关系_links.xlsx,2,20260410
C000055,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,precursor,导电回路直阻超标故障的故障现象为：主要表现为导电回路直流电阻测量值超出标准要求，接触部位发热增大，导电性能下降 相关定义：导电回路直阻超标故障：导电回路与开断故障下的二级故障小类：导电回路直阻超标故障。,断路器|导电回路与开断故障|precursor,关系_links.xlsx,4,20260410
C000056,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,knowledge_fact,导电回路直阻超标故障处置导电回路直阻超标故障-应对措施 相关定义：导电回路直阻超标故障-应对措施：应首先检查真空泡上部接触面和导电夹固定螺钉并重新紧固；若仍超标，应拆检触头拐臂与上下出线端的接触面，清除氧化层后重新装配并复测直阻；导电回路直阻超标故障：导电回路与开断故障下的二级故障小类：导电回路直阻超标故障。,断路器|导电回路与开断故障|knowledge_fact,关系_links.xlsx,2,20260410
C000057,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,fault_consequence,导电回路直阻超标故障-故障后果 相关定义：导电回路直阻超标故障-故障后果：主要后果是接触部位发热加剧、导电性能恶化，长期发展会加速触头损伤，严重时引起设备烧损和停运；导电回路直阻超标故障：导电回路与开断故障下的二级故障小类：导电回路直阻超标故障。,断路器|导电回路与开断故障|fault_consequence,关系_links.xlsx,5,20260410
C000058,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,knowledge_fact,导电回路直阻超标故障-应对措施存在导电回路直阻超标故障-安全风险 相关定义：导电回路直阻超标故障-应对措施：应首先检查真空泡上部接触面和导电夹固定螺钉并重新紧固；若仍超标，应拆检触头拐臂与上下出线端的接触面，清除氧化层后重新装配并复测直阻；导电回路直阻超标故障-安全风险：在测量直阻、处理接触面和紧固导电连接时，主要存在发热点烫伤、触电、电弧灼伤和恢复不当后再次过热的风险。,断路器|导电回路与开断故障|knowledge_fact,关系_links.xlsx,2,20260410
C000059,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,knowledge_fact,导电回路直阻超标故障-应对措施需要导电回路直阻超标故障-应急资源 相关定义：导电回路直阻超标故障-应对措施：应首先检查真空泡上部接触面和导电夹固定螺钉并重新紧固；若仍超标，应拆检触头拐臂与上下出线端的接触面，清除氧化层后重新装配并复测直阻；导电回路直阻超标故障-应急资源：主要需要回路电阻测试仪、接触面清理工具、备用导电夹和螺栓、紧固工器具、红外测温或发热检测手段以及检修人员。,断路器|导电回路与开断故障|knowledge_fact,关系_links.xlsx,2,20260410
C000060,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,knowledge_fact,导电回路与开断故障包含触头及导电连接异常故障 相关定义：触头及导电连接异常故障：导电回路与开断故障下的二级故障小类：触头及导电连接异常故障；导电回路与开断故障：高压断路器故障一级大类：导电回路与开断故障。,断路器|导电回路与开断故障|knowledge_fact,关系_links.xlsx,2,20260410
C000061,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,knowledge_fact,触头及导电连接异常故障的故障原因为：主要由于触头接触面氧化、导电夹压接不牢、连接螺钉松动、触头拐臂与出线端接触面受损或长期运行后磨损老化，造成导电连接不稳定和接触性能下降 相关定义：触头及导电连接异常故障：导电回路与开断故障下的二级故障小类：触头及导电连接异常故障。,断路器|导电回路与开断故障|knowledge_fact,关系_links.xlsx,2,20260410
C000062,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,precursor,触头及导电连接异常故障的故障现象为：主要表现为触头接触不稳定、接触面氧化、导电夹或连接部位松动发热、接触电阻增大，严重时会影响导通和开断 相关定义：触头及导电连接异常故障：导电回路与开断故障下的二级故障小类：触头及导电连接异常故障。,断路器|导电回路与开断故障|precursor,关系_links.xlsx,4,20260410
C000063,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,knowledge_fact,触头及导电连接异常故障处置触头及导电连接异常故障-应对措施 相关定义：触头及导电连接异常故障-应对措施：应检查触头接触面、导电夹、导电连接螺栓及连接拐臂状态，必要时进行清洗、除氧化、紧固和更换，以恢复稳定导电性能；触头及导电连接异常故障：导电回路与开断故障下的二级故障小类：触头及导电连接异常故障。,断路器|导电回路与开断故障|knowledge_fact,关系_links.xlsx,2,20260410
C000064,BRK_PLAN_20260410,slot_fact,断路器,导电回路与开断故障,fault_consequence,触头及导电连接异常故障-故障后果 相关定义：触头及导电连接异常故障-故障后果：主要后果是导通不稳定、发热和接触恶化，进一步会影响开断能力，导致回路异常、设备损伤或停电；触头及导电连接异常故障：导电回路与开断故障下的二级故障小类：触头及导电连接异常故障。,断路器|导电回路与开断故障|fault_consequence,关系_links.xlsx,5,20260410
